input_text,aspect,polarity,extracted_nouns
came restaurant week didnt save much still great,price,conflict,"['week', 'restaurant']"
place cool enough east village french enough make feel like could bistro back alley paris,ambience,positive,"['village', 'place']"
succulent steaks cooked precisely desired doneness accompanied salads sides dont look like leafy road kill,food,positive,"['sides', 'steaks', 'kill', 'road', 'salads', 'doneness']"
menu prices bit expensive get quality portion size,price,negative,"['portion', 'menu', 'quality', 'prices', 'size']"
food service okay,food,neutral,"['food', 'service']"
dessert split chocolate cake vanilla gelato espresso tasty thought bit overpriced,food,positive,"['dessert', 'chocolate', 'thought', 'gelato', 'vanilla', 'bit', 'cake', 'espresso']"
took girlfriend birthday last night relaxing really good meal,anecdotesmiscellaneous,positive,"['night', 'birthday', 'girlfriend', 'meal']"
personal favorite everything bagel lox spread bagles unbeliavably good,food,positive,['bagel']
go drinks,food,positive,['drinks']
dont place still running,anecdotesmiscellaneous,negative,[]
wife tanya hostess completes comforting atmosphere delightfully warm gracious,ambience,positive,"['atmosphere', 'wife']"
excellent dumplings served amid clean chic decor,food,positive,"['dumplings', 'decor']"
took sister attending show one evening,anecdotesmiscellaneous,neutral,"['sister', 'evening']"
kalbi nebbiolo work together,food,neutral,[]
far popular bar restaurant tables waiter bartender greatly enjoyed unobtrusive atmosphere,ambience,conflict,"['atmosphere', 'waiter', 'tables', 'restaurant', 'bar', 'bartender']"
would like thank marcelo grace wonderful dining experience,anecdotesmiscellaneous,positive,"['experience', 'grace', 'dining']"
backtoback diner table behind wait staff hoist trays heads squeezed past us,service,negative,"['heads', 'table', 'trays', 'diner', 'staff', 'wait', 'hoist']"
fish fresh,food,positive,[]
one front smile say get brother,service,neutral,"['brother', 'smile']"
coming boston place like emmas pizza kendall square cambridge although funky toppings,anecdotesmiscellaneous,neutral,"['place', 'toppings']"
ive restaurant dozen times im craving pho lemon grass chicken beef cube rice place go,food,positive,"['lemon', 'pho', 'beef', 'dozen', 'times', 'rice', 'chicken', 'grass', 'cube', 'place', 'restaurant']"
cuisine best around service always attentive charming,service,positive,"['cuisine', 'service']"
pretty much full fondue appetizer,food,positive,['appetizer']
space nice order drink surprise,ambience,positive,"['surprise', 'order', 'space']"
good food id recommend fun night,ambience,negative,"['night', 'food', 'fun']"
singapore mai fun curry flavor whatsoever,food,negative,['flavor']
would definitely recommend marys making one regular neighborhood haunts,anecdotesmiscellaneous,positive,"['neighborhood', 'haunts']"
ordered tuna melt came cheese made tuna sandwich,food,negative,"['tuna', 'cheese', 'sandwich', 'melt']"
husband enjoy sangria,food,positive,['husband']
problem nothing prune particularly memorable,anecdotesmiscellaneous,negative,['problem']
fresh authentic french cuisine substantial portions,food,positive,"['portions', 'cuisine']"
cute place nice wait staff would never go,ambience,positive,"['wait', 'place', 'staff']"
little crowded bit overpriced atmosphere filled energy beautiful people course food surprising good,ambience,conflict,"['food', 'atmosphere', 'bit', 'energy', 'people']"
friends experienced amazing cheese delicious new summer menu artisanal last night,anecdotesmiscellaneous,positive,"['menu', 'friends', 'summer', 'night', 'cheese', 'artisanal']"
highly recommend great value excellent sushi service,food,positive,"['service', 'value', 'sushi']"
helpful least give grand run around time event date rolls around regret chosing place also become hostile,service,negative,"['run', 'date', 'regret', 'event', 'time', 'place']"
try green curry vegetables,food,positive,['vegetables']
nice ambiance nice little bar good bartender francois good service,ambience,positive,"['ambiance', 'bar', 'service', 'bartender']"
dont get either,anecdotesmiscellaneous,negative,[]
mermaid inn overall good restaurant really good seafood,food,positive,"['inn', 'seafood', 'restaurant']"
restaurant way overhyped,anecdotesmiscellaneous,negative,"['way', 'restaurant']"
asian fusion many places downtown,anecdotesmiscellaneous,neutral,"['downtown', 'fusion']"
service quick,service,positive,['service']
looking good quality cheap eats place,food,positive,"['place', 'quality']"
even pub atmosphere great kids,ambience,conflict,"['kids', 'atmosphere', 'pub']"
drinks amazing half till 8pm,food,positive,"['pm', 'half']"
100 lb girl glass wine glass beer prior dinner still hungry visit place,food,negative,"['lb', 'girl', 'dinner', 'beer', 'visit', 'wine', 'place', 'glass']"
would recommend putting name getting drink local bar first though wait time,anecdotesmiscellaneous,conflict,"['bar', 'name', 'time']"
could pricey without prix fixe meal,price,negative,['meal']
like transported italian countryside romantic filled antiques,ambience,positive,"['antiques', 'countryside']"
halibut salty dessert dont waste calories service poor,service,negative,"['service', 'calories', 'dessert']"
judging previous posts used good place longer,anecdotesmiscellaneous,conflict,"['posts', 'place']"
going back,anecdotesmiscellaneous,positive,[]
great roofdeck nice group 30 somethings music kind quiet,ambience,conflict,"['somethings', 'group', 'music']"
good service good prices,service,positive,"['prices', 'service']"
many people may seem like aunthentic thai food places nyc arent quite authentic,food,negative,"['people', 'food', 'places']"
suspect restaurant raos would hadnt turned exclusive,anecdotesmiscellaneous,neutral,['restaurant']
repeat visit well definitely back,anecdotesmiscellaneous,positive,[]
cute place nice wait staff would never go,service,positive,"['wait', 'place', 'staff']"
wanted deal crappy scene annoying customers id go manhattan,anecdotesmiscellaneous,negative,"['scene', 'customers']"
deff recimmend bukhara also opened two new locations guess ill try,anecdotesmiscellaneous,positive,['locations']
went restaurant based prior internet comments,anecdotesmiscellaneous,neutral,"['internet', 'comments', 'restaurant']"
place people pay lot mediocre food noise chance fellow bridge tunnel folks,ambience,negative,"['food', 'noise', 'people', 'lot', 'place', 'folks', 'tunnel']"
foods dazzling flavors overwhelm palate truly embracing beauty authentic thai cuisine,food,positive,"['beauty', 'foods', 'palate', 'flavors', 'cuisine']"
friends thank introducing gem,anecdotesmiscellaneous,positive,"['friends', 'gem']"
food mediocre best horrible service made vow never go back,service,negative,"['food', 'service', 'vow']"
food excellent considering quality food moderately priced restaurants mediocre slightly pricey well worth,food,positive,"['food', 'restaurants', 'quality']"
fabulous service fantastic food chilled atmosphere environment,ambience,positive,"['environment', 'food', 'atmosphere', 'service']"
maybe say looked promising people like arteryclogging jewish deli food turns poorly run awful,anecdotesmiscellaneous,conflict,"['people', 'food', 'deli']"
food get pricey prixe fixe tasting menu greatest food good price cater food food allergies food dont like,food,positive,"['food', 'tasting', 'allergies', 'menu', 'price']"
romantic fires ive literally spent hours lanterna drinking wine extensive wine enjoying ambience,ambience,positive,"['ambience', 'hours', 'wine', 'fires']"
ambiance minimal food phenomenal dishes quite good eggplant parmesan veal carozza chicken saltimbocca,food,conflict,"['food', 'dishes', 'saltimbocca', 'parmesan', 'ambiance', 'veal', 'eggplant']"
waitress remembers friendly knows regular thats fried mini buns condensed milk assorted fruits beancurd,service,positive,"['waitress', 'beancurd', 'milk', 'fruits', 'buns']"
went office lunch,anecdotesmiscellaneous,neutral,"['lunch', 'office']"
atmosphere unheralded service impecible food magnificant,food,positive,"['food', 'atmosphere', 'magnificant']"
place many times always great food wine service,service,positive,"['food', 'times', 'wine', 'place', 'service']"
try sushimi cucumber roll,food,positive,['roll']
spice sleek modern cool menu hurt wallet,price,positive,"['spice', 'menu', 'wallet']"
pizza terrific homemade pasta,food,positive,"['pasta', 'pizza']"
dont like indian food much delicious however want factor equation,food,positive,"['equation', 'factor']"
food okay prices mediocre,price,neutral,"['food', 'prices']"
soup udon soy sauce water,food,negative,"['soup', 'water', 'soy', 'sauce']"
moment walked accomodating even though place packed,service,positive,"['moment', 'place']"
highly recommend cafe st barts food ambience wonderful service,service,positive,"['cafe', 'service']"
lobster sandwich fantastic,food,positive,['sandwich']
wife nyc celebrating 30th anniversary,anecdotesmiscellaneous,neutral,"['wife', 'anniversary']"
fan spicy ethnic foods indian included made friends place long ago,food,positive,['friends']
bring someone speaks cantonese waiter may understand,service,negative,['waiter']
service ok people didnt get asked,service,conflict,"['people', 'service']"
especially liked chicken tikka naan dals,food,positive,"['chicken', 'dals']"
porcini mushroom pasta special tasteless seafood tagliatelle,food,negative,"['tagliatelle', 'seafood', 'mushroom', 'pasta']"
right major deegan get ladies city,ambience,positive,"['ladies', 'city']"
worth wait though,anecdotesmiscellaneous,positive,[]
try spicy wontons salt pepper shrimps,food,positive,"['wontons', 'shrimps', 'pepper', 'salt']"
great value quality ingredients,food,positive,"['ingredients', 'value', 'quality']"
remember later go longer may wait,anecdotesmiscellaneous,neutral,[]
sure setting nice,ambience,positive,[]
four us arrived noon place empty staff acted like imposing rude,service,negative,"['noon', 'place', 'staff']"
sad read bad reviews place got,anecdotesmiscellaneous,negative,"['place', 'reviews']"
highly recommend caviar russe anyone wants delicious top grade caviar fantastic service,food,positive,"['caviar', 'service', 'grade']"
frites delicious bit thick side,food,positive,"['side', 'bit']"
environment romantic food horrible service pathetic gabriella lies everything could,service,negative,"['environment', 'food', 'service']"
rosarios without doubt one greatest pizzerias existence,anecdotesmiscellaneous,positive,"['rosarios', 'pizzerias', 'doubt', 'existence']"
sure try seasonal always delicious specials,food,positive,['specials']
